Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week,Purchased
1524,7/1/2019,female,100,red,4,chocolate,no,>100K,yes,9,1
1525,7/1/2019,female,100,no preference,1,chocolate,yes,>100K,yes,7,1
1526,7/1/2019,male,100,blue,8,chocolate,yes,Not Reported,yes,8,1
1527,7/1/2019,female,100,no preference,2,no preference,no,>100K,yes,9,1
1528,7/1/2019,male,100,red,10,vanilla,no,Not Reported,yes,10,1
1529,7/1/2019,female,100,blue,6,no preference,yes,>100K,yes,6,1
1530,7/1/2019,female,100,no preference,2,vanilla,yes,>100K,yes,10,1
1531,7/1/2019,male,100,white,4,vanilla,no,Not Reported,yes,8,1
1532,7/1/2019,female,100,no preference,9,swirl,no,>100K,yes,9,1
1533,7/1/2019,male,100,blue,6,vanilla,yes,Not Reported,yes,6,1
1534,7/1/2019,female,100,silver,6,chocolate,no,>100K,yes,9,1
1535,7/1/2019,female,100,blue,4,chocolate,yes,>100K,yes,5,1
1536,7/1/2019,female,100,blue,8,no preference,no,>100K,yes,8,1
1537,7/1/2019,female,100,no preference,4,chocolate,yes,>100K,yes,10,1
1538,7/1/2019,female,100,white,7,vanilla,no,>100K,yes,7,1
1539,7/1/2019,female,100,blue,4,vanilla,yes,>100K,yes,7,1
1540,7/1/2019,female,100,red,2,vanilla,yes,>100K,yes,3,1
1541,7/1/2019,female,100,black,7,vanilla,no,>100K,yes,8,1
1542,7/1/2019,male,100,black,4,no preference,yes,Not Reported,yes,4,1
1543,7/1/2019,male,100,red,3,swirl,no,Not Reported,yes,4,1
1544,7/1/2019,female,100,red,4,no preference,yes,>100K,yes,7,1
1545,7/1/2019,female,100,red,4,specialty,no,>100K,yes,5,1
1546,7/1/2019,male,100,silver,9,vanilla,yes,Not Reported,yes,9,1
1547,7/1/2019,female,100,silver,0,vanilla,yes,>100K,yes,5,1
1548,7/1/2019,female,100,white,4,no preference,yes,>100K,yes,8,1
1549,7/1/2019,female,100,blue,0,specialty,no,>100K,yes,8,1
1550,7/1/2019,male,100,silver,2,no preference,yes,Not Reported,yes,5,0
1551,7/1/2019,female,100,silver,7,no preference,yes,>100K,yes,7,1
1552,7/1/2019,male,100,silver,5,specialty,no,Not Reported,yes,6,0
1553,7/1/2019,male,100,black,4,swirl,yes,Not Reported,yes,4,0
1554,7/1/2019,female,100,white,7,chocolate,yes,>100K,no,7,1
1555,7/1/2019,female,100,no preference,1,swirl,no,>100K,no,9,1
1556,7/1/2019,male,100,black,6,no preference,no,Not Reported,no,6,0
1557,7/1/2019,female,100,blue,10,vanilla,no,>100K,no,10,1
1558,7/1/2019,female,100,black,0,swirl,yes,>100K,no,4,1
1559,7/1/2019,female,100,black,6,no preference,no,>100K,no,6,1
1560,7/1/2019,male,100,white,7,vanilla,no,Not Reported,no,7,0
1561,7/1/2019,female,100,white,10,vanilla,yes,>100K,no,10,1
1562,7/1/2019,female,100,white,1,no preference,no,>100K,no,4,1
1563,7/1/2019,female,100,black,9,chocolate,no,>100K,no,10,1
1564,7/1/2019,female,100,white,5,specialty,no,>100K,no,10,1
1565,7/1/2019,female,100,blue,3,vanilla,yes,>100K,no,7,1
1566,7/1/2019,male,100,blue,4,chocolate,no,Not Reported,no,8,1
1567,7/1/2019,female,100,white,2,swirl,no,>100K,no,2,1
1568,7/1/2019,male,100,no preference,5,no preference,no,Not Reported,no,7,0
1569,7/1/2019,female,100,no preference,2,no preference,yes,>100K,no,2,1
1570,7/1/2019,female,100,no preference,8,specialty,no,>100K,no,9,1
1571,7/1/2019,female,100,red,3,swirl,no,>100K,no,6,1
1572,7/1/2019,female,100,white,10,vanilla,no,>100K,no,10,1
1573,7/1/2019,female,100,black,7,specialty,no,>100K,no,8,1
1574,7/1/2019,male,100,blue,5,chocolate,yes,Not Reported,no,5,1
1575,7/1/2019,female,100,silver,5,specialty,no,>100K,no,7,1
1576,7/1/2019,male,100,white,10,vanilla,yes,Not Reported,no,10,1
1577,7/1/2019,female,100,red,5,vanilla,no,>100K,no,9,1
1578,7/1/2019,female,100,black,9,no preference,no,>100K,no,9,1
1579,7/1/2019,female,100,no preference,1,no preference,yes,>100K,no,5,1
1580,7/1/2019,female,100,blue,3,vanilla,no,>100K,no,4,1
1581,7/1/2019,male,100,red,4,swirl,no,Not Reported,no,6,1
1582,7/1/2019,male,100,no preference,8,chocolate,no,Not Reported,no,8,0
1583,7/1/2019,female,100,red,7,chocolate,yes,>100K,no,7,1
1584,7/1/2019,female,100,red,2,no preference,yes,>100K,no,7,1
1585,7/1/2019,female,100,silver,0,chocolate,no,>100K,no,7,1
1586,7/1/2019,female,100,silver,4,swirl,yes,>100K,no,4,1
1587,7/1/2019,male,100,silver,5,no preference,no,Not Reported,no,7,0
1588,7/1/2019,female,100,black,8,swirl,yes,>100K,no,8,1
1589,7/1/2019,male,100,blue,2,vanilla,yes,Not Reported,no,7,0
1590,7/1/2019,female,100,red,9,specialty,yes,>100K,no,9,1
1591,7/1/2019,female,100,no preference,5,vanilla,yes,>100K,no,9,1
1592,7/1/2019,female,100,silver,1,swirl,yes,>100K,no,9,1
1593,7/1/2019,female,100,silver,1,vanilla,yes,>100K,no,10,1
1594,7/1/2019,female,100,black,1,vanilla,yes,>100K,no,6,1
1595,7/1/2019,female,100,white,4,vanilla,no,>100K,no,10,1
1596,7/1/2019,female,100,no preference,6,no preference,no,>100K,no,6,1
1597,7/1/2019,female,100,no preference,4,chocolate,yes,>100K,no,10,1
1598,7/1/2019,female,100,blue,5,specialty,yes,>100K,no,5,1
1599,7/1/2019,female,100,red,3,no preference,no,>100K,no,9,1
1600,7/1/2019,male,100,blue,8,chocolate,yes,Not Reported,no,8,1
1601,7/1/2019,male,100,blue,0,specialty,no,Not Reported,no,8,1
1602,7/1/2019,male,100,white,8,vanilla,no,Not Reported,no,8,1
1603,7/1/2019,female,100,red,3,specialty,yes,>100K,no,6,1
1604,7/1/2019,female,100,silver,7,vanilla,yes,>100K,no,7,1
1605,7/1/2019,male,100,black,9,vanilla,no,Not Reported,no,9,1
1606,7/1/2019,female,100,silver,3,no preference,yes,>100K,no,3,1
1607,7/1/2019,male,100,no preference,7,no preference,no,Not Reported,no,7,0
1608,7/1/2019,female,100,silver,1,chocolate,yes,>100K,no,6,1
1609,7/1/2019,female,100,white,1,specialty,no,>100K,no,1,1
1610,7/1/2019,female,100,blue,10,swirl,no,>100K,no,10,1
1611,7/1/2019,female,100,blue,7,swirl,no,>100K,no,7,1
1612,7/1/2019,female,100,white,6,no preference,no,>100K,no,6,1
1613,7/1/2019,male,100,black,7,chocolate,yes,Not Reported,no,7,1
1614,7/1/2019,female,100,white,8,chocolate,no,>100K,no,9,1
1615,7/1/2019,male,100,blue,4,vanilla,no,Not Reported,no,4,1
1616,7/1/2019,female,100,no preference,3,swirl,no,>100K,no,3,1
1617,7/1/2019,female,100,red,1,specialty,yes,>100K,no,8,1
1618,7/1/2019,female,100,silver,3,chocolate,yes,>100K,no,6,1
1619,7/1/2019,female,100,no preference,3,chocolate,no,>100K,no,10,1
1620,7/1/2019,male,100,black,7,swirl,no,Not Reported,no,9,1
1621,7/1/2019,male,100,silver,10,vanilla,no,Not Reported,no,10,1
1622,7/1/2019,female,100,silver,3,no preference,no,>100K,no,9,1
1623,7/1/2019,male,100,no preference,2,no preference,no,Not Reported,no,9,0
1624,7/1/2019,female,100,blue,5,swirl,no,>100K,no,10,1
1625,7/1/2019,female,100,black,1,vanilla,yes,>100K,no,9,1
1626,7/1/2019,female,100,blue,5,specialty,yes,>100K,no,8,1
1627,7/1/2019,female,100,red,1,vanilla,yes,>100K,no,2,1
1628,7/1/2019,male,100,no preference,3,swirl,no,Not Reported,no,6,0
1629,7/1/2019,female,100,black,7,specialty,yes,>100K,no,8,1
1630,7/1/2019,female,100,no preference,2,swirl,no,>100K,no,8,1
1631,7/1/2019,female,100,no preference,3,specialty,yes,>100K,no,7,1
1632,7/1/2019,male,100,black,8,swirl,no,Not Reported,no,8,1
1633,7/1/2019,female,100,black,8,vanilla,no,>100K,no,8,1
1634,7/1/2019,male,100,no preference,10,chocolate,yes,Not Reported,no,10,0
1635,7/1/2019,male,100,red,5,vanilla,no,Not Reported,no,6,0
1636,7/1/2019,male,100,red,2,specialty,no,Not Reported,no,5,1
1637,7/1/2019,female,100,no preference,7,vanilla,yes,>100K,no,7,1
1638,7/1/2019,male,100,no preference,7,specialty,no,Not Reported,no,7,0
1639,7/1/2019,female,100,white,10,no preference,yes,>100K,no,10,1
1640,7/1/2019,female,100,red,2,chocolate,no,>100K,no,8,1
1641,7/1/2019,male,100,silver,6,vanilla,no,Not Reported,no,6,1
1642,7/1/2019,male,100,blue,1,swirl,yes,Not Reported,no,4,1
1643,7/1/2019,female,100,black,10,specialty,yes,>100K,no,10,1
1644,7/1/2019,female,100,black,9,swirl,yes,>100K,no,9,1
1645,7/1/2019,male,100,red,0,chocolate,no,Not Reported,no,6,1
1646,7/1/2019,female,100,silver,4,no preference,yes,>100K,no,8,1
1647,7/1/2019,female,100,blue,0,chocolate,yes,>100K,no,6,1
1648,7/1/2019,female,100,red,8,chocolate,no,>100K,no,8,1
1649,7/1/2019,male,100,silver,6,chocolate,yes,Not Reported,no,10,1
1650,7/1/2019,male,100,red,2,no preference,no,Not Reported,no,3,0
1651,7/1/2019,female,100,silver,2,vanilla,no,>100K,no,9,1
1652,7/1/2019,male,100,no preference,9,swirl,no,Not Reported,no,10,0
1653,7/1/2019,male,100,silver,10,vanilla,no,Not Reported,no,10,1
1654,7/1/2019,male,100,no preference,9,vanilla,yes,Not Reported,no,9,0
1655,7/1/2019,male,100,black,5,no preference,yes,Not Reported,no,5,0
1656,7/1/2019,female,100,red,7,vanilla,no,>100K,no,7,1
1657,7/1/2019,female,100,blue,4,specialty,no,>100K,no,4,1
1658,7/1/2019,female,100,red,5,vanilla,no,>100K,no,5,1
1659,7/1/2019,female,100,no preference,1,chocolate,yes,>100K,no,8,1
1660,7/1/2019,male,100,no preference,6,chocolate,no,Not Reported,no,6,0
1661,7/1/2019,male,100,no preference,9,chocolate,no,Not Reported,no,9,0
1662,7/1/2019,male,100,no preference,8,vanilla,no,Not Reported,no,8,0
1663,7/1/2019,male,100,no preference,3,swirl,yes,Not Reported,no,3,0
1664,7/1/2019,male,100,blue,6,no preference,no,Not Reported,no,9,0
1665,7/1/2019,female,100,silver,9,vanilla,yes,>100K,no,9,1
1666,7/1/2019,female,100,black,7,specialty,yes,>100K,no,7,1
1667,7/1/2019,female,100,white,10,chocolate,no,>100K,no,10,1
1668,7/1/2019,female,100,no preference,5,vanilla,yes,>100K,no,8,1
1669,7/1/2019,male,100,white,9,swirl,yes,Not Reported,no,9,1
1670,7/1/2019,female,100,blue,3,specialty,no,>100K,no,8,1
1671,7/1/2019,female,100,red,5,vanilla,yes,>100K,no,5,1
1672,7/1/2019,female,100,silver,1,specialty,no,>100K,no,10,1
1673,7/1/2019,male,100,no preference,4,specialty,no,Not Reported,no,6,0
1674,7/1/2019,male,100,blue,2,specialty,no,Not Reported,no,2,1
1675,7/1/2019,male,100,red,10,swirl,no,Not Reported,no,10,1
1676,7/1/2019,female,100,no preference,0,swirl,no,>100K,no,5,1
1677,7/1/2019,female,100,blue,1,specialty,no,>100K,no,10,1
1678,7/1/2019,female,100,black,9,swirl,yes,>100K,no,9,1
1679,7/1/2019,female,100,silver,1,chocolate,yes,>100K,no,5,1
1680,7/1/2019,male,100,blue,4,no preference,no,Not Reported,no,10,0
1681,7/1/2019,male,100,red,2,chocolate,no,Not Reported,no,9,1
1682,7/1/2019,female,100,no preference,5,vanilla,yes,>100K,no,5,1
1683,7/1/2019,male,100,black,1,specialty,yes,Not Reported,no,8,1
1684,7/1/2019,female,100,black,10,chocolate,no,>100K,no,10,1
1685,7/1/2019,male,100,blue,10,chocolate,no,Not Reported,no,10,1
1686,7/1/2019,female,100,no preference,5,swirl,no,>100K,no,5,1
1687,7/1/2019,female,100,silver,4,swirl,yes,>100K,no,4,1
1688,7/1/2019,female,100,no preference,7,no preference,yes,>100K,no,7,1
1689,7/1/2019,female,100,no preference,5,chocolate,no,>100K,no,8,1
1690,7/1/2019,male,100,red,10,specialty,no,Not Reported,no,10,1
1691,7/1/2019,male,100,no preference,8,specialty,yes,Not Reported,no,8,0
1692,7/1/2019,male,100,no preference,9,chocolate,yes,Not Reported,no,9,0
1693,7/1/2019,male,100,silver,5,chocolate,no,Not Reported,no,5,1
1694,7/1/2019,male,100,red,10,vanilla,no,Not Reported,no,10,1
1695,7/1/2019,male,100,black,4,specialty,no,Not Reported,no,4,1
1696,7/1/2019,female,100,no preference,7,vanilla,no,>100K,no,10,1
1697,7/1/2019,male,100,silver,9,vanilla,yes,Not Reported,no,9,1
1698,7/1/2019,male,100,red,1,specialty,no,Not Reported,no,4,1
1699,7/1/2019,male,100,red,2,specialty,yes,Not Reported,no,3,1
1700,7/1/2019,female,100,blue,2,vanilla,yes,>100K,no,10,1
1701,7/1/2019,male,100,black,3,chocolate,yes,Not Reported,no,6,1
1702,7/1/2019,male,100,black,7,no preference,yes,Not Reported,no,10,0
1703,7/1/2019,female,100,blue,0,chocolate,no,>100K,no,5,1
1704,7/1/2019,male,100,white,2,specialty,yes,Not Reported,no,10,1
1705,7/1/2019,female,100,silver,5,specialty,no,>100K,no,5,1
1706,7/1/2019,male,100,no preference,5,specialty,no,Not Reported,no,8,0
1707,7/1/2019,female,100,silver,2,vanilla,no,>100K,no,7,1
1708,7/1/2019,female,100,blue,8,swirl,no,>100K,no,8,1
1709,7/1/2019,male,100,silver,10,no preference,yes,Not Reported,no,10,1
1710,7/1/2019,female,100,silver,0,chocolate,no,>100K,no,8,1
1711,7/1/2019,male,100,black,7,swirl,yes,Not Reported,no,7,0
1712,7/1/2019,female,100,no preference,1,specialty,no,>100K,no,3,1
1713,7/1/2019,male,100,red,1,vanilla,yes,Not Reported,no,6,1
1714,7/1/2019,male,100,white,1,specialty,yes,Not Reported,no,5,0
1715,7/1/2019,female,100,red,3,vanilla,no,>100K,no,5,1
1716,7/1/2019,male,100,no preference,5,swirl,no,Not Reported,no,5,0
1717,7/1/2019,female,100,white,6,vanilla,yes,>100K,no,6,1
1718,7/1/2019,male,100,white,8,swirl,yes,Not Reported,no,9,1
1719,7/1/2019,female,100,silver,10,swirl,no,>100K,no,10,1
1720,7/1/2019,female,100,no preference,4,vanilla,no,>100K,no,6,1
1721,7/1/2019,female,100,red,2,chocolate,no,>100K,no,9,1
1722,7/1/2019,male,100,blue,7,specialty,yes,Not Reported,no,7,0
1723,7/1/2019,male,100,silver,8,vanilla,yes,Not Reported,no,8,1
1724,7/1/2019,female,100,silver,4,specialty,no,>100K,no,4,1
1725,7/1/2019,female,100,black,5,swirl,yes,>100K,no,5,1
1726,7/1/2019,female,100,no preference,6,no preference,yes,>100K,no,6,1
1727,7/1/2019,male,100,black,1,specialty,no,Not Reported,no,8,1
1728,7/1/2019,female,100,no preference,2,chocolate,yes,>100K,no,9,1
1729,7/1/2019,male,100,blue,9,chocolate,no,Not Reported,no,9,1
1730,7/1/2019,male,100,blue,7,specialty,yes,Not Reported,no,8,1
1731,7/1/2019,male,100,black,1,vanilla,yes,Not Reported,no,9,1
1732,7/1/2019,female,100,blue,10,specialty,yes,>100K,no,10,1
1733,7/1/2019,male,100,white,8,chocolate,no,Not Reported,no,10,1
1734,7/1/2019,male,100,black,6,specialty,yes,Not Reported,no,8,1
1735,7/1/2019,female,100,white,10,chocolate,yes,>100K,no,10,1
1736,7/1/2019,female,100,blue,1,no preference,no,>100K,no,5,1
1737,7/1/2019,male,100,blue,3,no preference,no,Not Reported,no,4,1
1738,7/1/2019,male,100,black,3,vanilla,yes,Not Reported,no,8,1
1739,7/1/2019,male,100,red,7,specialty,yes,Not Reported,no,9,1
1740,7/1/2019,female,100,no preference,10,specialty,no,>100K,no,10,1
1741,7/1/2019,female,100,red,10,specialty,no,>100K,no,10,1
1742,7/1/2019,male,100,blue,10,no preference,no,Not Reported,no,10,0
1743,7/1/2019,male,100,white,1,no preference,no,Not Reported,no,1,0
1744,7/1/2019,female,100,silver,2,chocolate,yes,>100K,no,9,1
1745,7/1/2019,female,100,blue,1,swirl,no,>100K,no,7,1
1746,7/1/2019,male,100,white,4,vanilla,yes,Not Reported,no,7,0
1747,7/1/2019,male,100,no preference,10,specialty,no,Not Reported,no,10,0
1748,7/1/2019,female,100,no preference,7,specialty,yes,>100K,no,7,1
1749,7/1/2019,female,100,red,4,swirl,no,>100K,no,8,1
1750,7/1/2019,male,100,silver,6,no preference,yes,Not Reported,no,9,0
1751,7/1/2019,female,100,blue,10,chocolate,no,>100K,no,10,1
1752,7/1/2019,female,100,no preference,9,no preference,no,>100K,no,9,1
1753,7/1/2019,female,100,red,5,vanilla,yes,>100K,no,7,1
1754,7/1/2019,female,100,red,8,vanilla,no,>100K,no,9,1
1755,7/1/2019,female,100,no preference,6,vanilla,yes,>100K,no,9,1
1756,7/1/2019,female,100,white,3,specialty,no,>100K,no,9,1
1757,7/1/2019,female,100,no preference,8,swirl,yes,>100K,no,9,1
1758,7/1/2019,female,100,no preference,9,chocolate,no,>100K,no,10,1
1759,7/1/2019,female,100,silver,3,vanilla,no,>100K,no,3,1
1760,7/1/2019,male,100,silver,0,specialty,no,Not Reported,no,1,1
1761,7/1/2019,female,100,silver,6,swirl,no,>100K,no,9,1
1762,7/1/2019,female,100,black,3,chocolate,no,>100K,no,3,1
1763,7/1/2019,male,100,blue,4,chocolate,yes,Not Reported,no,5,1
1764,7/1/2019,female,100,no preference,6,specialty,no,>100K,no,10,1
1765,7/1/2019,male,100,black,0,swirl,yes,Not Reported,no,2,1
1766,7/1/2019,female,100,white,2,swirl,yes,>100K,no,3,1
1767,7/1/2019,female,100,silver,3,no preference,no,>100K,no,4,1
1768,7/1/2019,female,100,red,3,chocolate,yes,>100K,no,5,1
1769,7/1/2019,male,100,silver,2,chocolate,yes,Not Reported,no,8,1
1770,7/1/2019,male,100,silver,7,no preference,yes,Not Reported,no,7,0
1771,7/1/2019,female,100,black,3,no preference,yes,>100K,no,3,1
1772,7/1/2019,female,100,red,8,no preference,yes,>100K,no,8,1
1773,7/1/2019,female,100,blue,3,no preference,yes,>100K,no,4,1
1774,7/1/2019,male,100,red,9,no preference,no,Not Reported,no,9,0
1775,7/1/2019,female,100,silver,5,specialty,no,>100K,no,8,1
1776,7/1/2019,female,100,white,8,swirl,no,>100K,no,8,1
1777,7/1/2019,male,100,no preference,5,vanilla,yes,Not Reported,no,10,0
1778,7/1/2019,male,100,black,6,chocolate,yes,Not Reported,no,6,1
1779,7/1/2019,male,100,blue,5,swirl,no,Not Reported,no,8,1
1780,7/1/2019,female,100,red,10,no preference,yes,>100K,no,10,1
1781,7/1/2019,female,100,silver,9,no preference,no,>100K,no,9,1
1782,7/1/2019,male,100,white,3,specialty,yes,Not Reported,no,5,0
1783,7/1/2019,female,100,silver,9,chocolate,no,>100K,no,9,1
1784,7/1/2019,male,100,blue,8,swirl,no,Not Reported,no,8,1
1785,7/1/2019,male,100,silver,6,vanilla,no,Not Reported,no,6,1
1786,7/1/2019,male,100,no preference,1,specialty,no,Not Reported,no,10,0
1787,7/1/2019,female,100,no preference,9,swirl,no,>100K,no,9,1
1788,7/1/2019,female,100,black,5,chocolate,no,>100K,no,9,1
1789,7/1/2019,female,100,no preference,10,specialty,yes,>100K,no,10,1
1790,7/1/2019,female,100,no preference,9,specialty,no,>100K,no,10,1
1791,7/1/2019,male,100,red,3,swirl,no,Not Reported,no,6,1
1792,7/1/2019,male,100,silver,4,no preference,no,Not Reported,no,4,1
1793,7/1/2019,female,100,white,4,no preference,yes,>100K,no,5,1
1794,7/1/2019,female,100,black,3,vanilla,no,>100K,no,7,1
1795,7/1/2019,male,100,red,9,specialty,yes,Not Reported,no,9,1
1796,7/1/2019,female,100,silver,2,swirl,no,>100K,no,6,1
1797,7/1/2019,female,100,red,0,chocolate,no,>100K,no,3,1
1798,7/1/2019,female,100,no preference,1,no preference,no,>100K,no,10,1
1799,7/1/2019,male,100,white,6,swirl,yes,Not Reported,no,7,0
1800,7/1/2019,female,100,blue,4,chocolate,yes,>100K,no,7,1
1801,7/1/2019,female,100,no preference,8,swirl,no,>100K,no,8,1
1802,7/1/2019,female,100,black,3,chocolate,yes,>100K,no,7,1
1803,7/1/2019,male,100,white,2,vanilla,yes,Not Reported,no,10,1
1804,7/1/2019,female,100,blue,9,vanilla,no,>100K,no,9,1
1805,7/1/2019,male,100,no preference,4,swirl,yes,Not Reported,no,8,0
1806,7/1/2019,female,100,blue,8,swirl,no,>100K,no,8,1
1807,7/1/2019,female,100,red,10,chocolate,no,>100K,no,10,1
1808,7/1/2019,male,100,blue,10,specialty,no,Not Reported,no,10,1
1809,7/1/2019,female,100,white,5,vanilla,no,>100K,no,7,1
1810,7/1/2019,female,100,no preference,4,specialty,no,>100K,no,4,1
1811,7/1/2019,female,100,blue,7,swirl,no,>100K,no,8,1
1812,7/1/2019,female,100,red,3,vanilla,yes,>100K,no,5,1
1813,7/1/2019,male,100,red,1,vanilla,no,Not Reported,no,6,1
1814,7/1/2019,female,100,red,5,swirl,yes,>100K,no,5,1
1815,7/1/2019,male,100,no preference,4,chocolate,yes,Not Reported,no,8,0
1816,7/1/2019,female,100,silver,8,specialty,no,>100K,no,8,1
1817,7/1/2019,female,100,no preference,9,chocolate,yes,>100K,no,10,1
1818,7/1/2019,female,100,red,7,swirl,yes,>100K,no,10,1
1819,7/1/2019,female,100,red,2,vanilla,no,>100K,no,8,1
1820,7/1/2019,male,100,black,4,no preference,no,Not Reported,no,5,0
1821,7/1/2019,female,100,red,2,vanilla,yes,>100K,no,7,1
1822,7/1/2019,female,100,blue,1,no preference,yes,>100K,no,10,1
1823,7/1/2019,female,100,no preference,1,chocolate,no,>100K,no,10,1
1824,7/1/2019,female,100,white,0,vanilla,yes,>100K,no,9,1
1825,7/1/2019,female,100,white,0,vanilla,yes,>100K,no,3,1
1826,7/1/2019,female,100,black,1,specialty,no,>100K,no,10,1
1827,7/1/2019,female,100,black,2,no preference,no,>100K,no,3,1
1828,7/1/2019,female,100,black,2,chocolate,yes,>100K,no,6,1
1829,7/1/2019,female,100,silver,0,swirl,yes,>100K,no,9,1
1830,7/1/2019,male,100,no preference,9,no preference,yes,Not Reported,no,9,0
1831,7/1/2019,male,100,silver,8,no preference,yes,Not Reported,no,8,1
1832,7/1/2019,female,100,blue,8,chocolate,yes,>100K,no,8,1
1833,7/1/2019,male,100,no preference,2,chocolate,no,Not Reported,no,9,0
1834,7/1/2019,male,100,no preference,9,swirl,yes,Not Reported,no,9,0
1835,7/1/2019,female,100,blue,6,no preference,no,>100K,no,6,1
1836,7/1/2019,male,100,no preference,5,chocolate,no,Not Reported,no,5,0
1837,7/1/2019,female,100,blue,4,swirl,no,>100K,no,5,1
1838,7/1/2019,female,100,blue,3,swirl,yes,>100K,no,9,1
1839,7/1/2019,female,100,white,7,swirl,yes,>100K,no,7,1
1840,7/1/2019,male,100,white,6,chocolate,no,Not Reported,no,8,1
1841,7/1/2019,male,100,red,0,specialty,no,Not Reported,no,3,1
1842,7/1/2019,female,100,blue,9,swirl,yes,>100K,no,10,1
1843,7/1/2019,female,100,white,9,specialty,no,>100K,no,10,1
1844,7/1/2019,female,100,black,2,swirl,no,>100K,no,6,1
1845,7/1/2019,female,100,red,6,swirl,yes,>100K,no,6,1
1846,7/1/2019,male,100,white,4,no preference,no,Not Reported,no,4,1
1847,7/1/2019,male,100,white,8,specialty,no,Not Reported,no,8,1
1848,7/1/2019,female,100,blue,4,specialty,no,>100K,no,8,1
1849,7/1/2019,male,100,black,3,no preference,no,Not Reported,no,8,0
1850,7/1/2019,female,100,no preference,3,vanilla,yes,>100K,no,9,1
1851,7/1/2019,female,100,white,7,no preference,yes,>100K,no,7,1
1852,7/1/2019,female,100,blue,9,no preference,yes,>100K,no,9,1
1853,7/1/2019,female,100,red,0,swirl,yes,>100K,no,1,1
1854,7/1/2019,female,100,black,3,chocolate,yes,>100K,no,3,1
1855,7/1/2019,female,100,red,6,chocolate,no,>100K,no,8,1
1856,7/1/2019,female,100,no preference,1,chocolate,no,>100K,no,10,1
1857,7/1/2019,female,100,black,5,swirl,yes,>100K,no,5,1
1858,7/1/2019,female,100,no preference,2,chocolate,yes,>100K,no,8,1
1859,7/1/2019,female,100,no preference,5,specialty,no,>100K,no,6,1
1860,7/1/2019,female,100,black,1,specialty,no,>100K,no,8,1
1861,7/1/2019,female,100,no preference,6,vanilla,yes,>100K,no,6,1
1862,7/1/2019,male,100,black,2,swirl,yes,Not Reported,no,5,0
1863,7/1/2019,male,100,no preference,4,no preference,no,Not Reported,no,6,0
1864,7/1/2019,female,100,silver,8,chocolate,yes,>100K,no,8,1
1865,7/2/2019,female,100,white,6,vanilla,no,>100K,no,7,1
1866,7/2/2019,male,100,no preference,0,vanilla,no,Not Reported,no,6,0
1867,7/2/2019,female,100,blue,7,vanilla,yes,>100K,no,7,1
1868,7/2/2019,male,100,silver,9,swirl,no,Not Reported,no,9,1
1869,7/2/2019,male,100,blue,6,swirl,no,Not Reported,no,6,0
1870,7/2/2019,male,100,white,2,specialty,no,Not Reported,no,9,1
1871,7/2/2019,male,100,red,6,swirl,yes,Not Reported,no,10,1
1872,7/2/2019,female,100,black,10,swirl,yes,>100K,no,10,1
1873,7/2/2019,male,100,white,9,specialty,no,Not Reported,no,9,1
1874,7/2/2019,male,100,no preference,7,chocolate,yes,Not Reported,no,7,0
1875,7/2/2019,female,100,blue,6,specialty,yes,>100K,no,8,1
1876,7/2/2019,female,100,silver,4,vanilla,no,>100K,no,10,1
1877,7/2/2019,male,100,silver,10,no preference,yes,Not Reported,no,10,1
1878,7/2/2019,male,100,white,1,no preference,no,Not Reported,no,6,0
1879,7/2/2019,female,100,red,9,swirl,yes,>100K,no,9,1
1880,7/2/2019,female,100,blue,9,no preference,yes,>100K,no,9,1
1881,7/2/2019,male,100,black,0,swirl,yes,Not Reported,no,6,1
1882,7/2/2019,male,100,no preference,6,no preference,no,Not Reported,no,6,0
1883,7/2/2019,female,100,black,8,swirl,no,>100K,no,8,1
1884,7/2/2019,female,100,blue,7,chocolate,yes,>100K,no,7,1
1885,7/2/2019,female,100,black,7,vanilla,no,>100K,no,7,1
1886,7/2/2019,male,100,no preference,9,no preference,yes,Not Reported,no,9,0
1887,7/2/2019,male,100,blue,2,no preference,no,Not Reported,no,6,0
1888,7/2/2019,male,100,red,10,swirl,yes,Not Reported,no,10,1
1889,7/2/2019,female,100,no preference,6,swirl,yes,>100K,no,8,1
1890,7/2/2019,male,100,no preference,10,no preference,yes,Not Reported,no,10,0
1891,7/2/2019,male,100,red,10,vanilla,yes,Not Reported,no,10,1
1892,7/2/2019,female,100,blue,7,swirl,yes,>100K,no,7,1
1893,7/2/2019,female,100,red,5,swirl,no,>100K,no,10,1
1894,7/2/2019,female,100,red,0,vanilla,yes,>100K,no,3,1
1895,7/2/2019,female,100,white,5,specialty,yes,>100K,no,8,1
1896,7/2/2019,male,100,no preference,0,vanilla,no,Not Reported,no,1,0
1897,7/2/2019,female,100,red,4,swirl,no,>100K,no,6,1
1898,7/2/2019,female,100,black,3,vanilla,no,>100K,no,3,1
1899,7/2/2019,male,100,red,1,specialty,yes,Not Reported,no,2,1
1900,7/2/2019,male,100,white,8,specialty,yes,Not Reported,no,8,1
1901,7/2/2019,male,100,no preference,7,specialty,yes,Not Reported,no,7,0
1902,7/2/2019,female,100,blue,0,no preference,yes,>100K,no,6,1
1903,7/2/2019,female,100,red,0,specialty,yes,>100K,no,6,1
